ticker,name,sector,status,entry_date,entry_price,entry_valuation_gap,entry_quality_multiplier,entry_mom_12_2,entry_sector_momentum,last_check_date,last_price,last_valuation_gap,last_mom_12_2,last_sector_momentum,unrealized_return_pct,peak_unrealized_return_pct,peak_date,exit_date,exit_price,exit_reason,return_pct,holding_days,news_source,news_sentiment,news_reason,customer_concentration,customer_concentration_reason
ABEV3.SA,Ambev S.A.,Consumer Defensive,open,2026-09-07,15.739999771118164,0.5111600863940418,1.336046511627907,0.3156529091903717,0.0287882848640419,2026-09-11,15.739999771118164,0.5111600863940418,0.31565279935967516,0.0287883243168445,0.0,0.0158831006121571,2026-09-08,,,,,,ollama,positive,"Les actualites presentes montrent une croissance revenue et des marges expansionnees, ainsi qu'une activation renforcee du World Cup, ce qui suggere un ton general positif pour l'action.",diversified,"L'entreprise propose une large gamme de boissons à travers divers marchés, ce qui suggère une base de clients large et diversifiée."
2503.T,"Kirin Holdings Company, Limited",Consumer Defensive,open,2026-09-07,2871.5,0.5742189230736916,1.0755813953488371,0.4504489786074388,0.0287882848640419,2026-09-11,2775.0,0.6286270609689923,0.4504489786074388,0.0287883243168445,-0.03360612920076611,0.0,2026-09-07,,,,,,ollama,positive,"Les actualites presentes sont presque toutes positives, avec des mentions de croissance, de diversification, de reussite financiere et de decisions stratégiques, ce qui suggere un ton general positif pour l'action de Kirin Holdings Company, Limited.",diversified,"L'entreprise propose une gamme de produits et de services diversifiés, notamment en matière de boissons, de médicaments, de cosmétiques et de services logistiques, ce qui suggère qu'elle n'est pas dépendante d'un petit nombre de clients."
WDC,Western Digital Corporation,Technology,open,2026-09-07,467.4599914550781,0.4250163041732069,1.4069148936170213,2.758501443746765,0.1823536824323966,2026-09-11,460.92999267578125,0.4274669015441608,2.758501578893756,0.1816076893352006,-0.01396910730043599,0.0579087147970824,2026-09-09,,,,,,ollama,positive,"Les actualites presentes montrent une forte volatilité positive pour l'action de Western Digital, avec des gains significatifs et des ventes de parts par des dirigeants, ce qui suggere un ton general positif.",concentrated,"10-K SEC (2026-08-14) : three customers accounted for 16%, 15%, and 13%, respectively, of our net revenue [https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/wdc-20260703.htm]"
NDX1.DE,Nordex SE,Industrials,open,2026-09-07,40.959999084472656,0.2715710973990288,1.1803935860058308,0.7311927981312882,0.1193737788155853,2026-09-11,39.380001068115234,0.29605293863732407,0.7311927981312882,0.1194109799406772,-0.03857417118342599,0.0029297546207105,2026-09-08,,,,,,ollama,positive,"L'action de Nordex SE est soutenue par des actualites positives sur les ventes, les bénéfices et les ordres, ainsi que par des prévisions de croissance et de valeur intrinsèque.",concentrated,"L'entreprise seeme se concentrer sur un client principal et une région spécifique (Europe, North America, Latin America) avec une présence importante en Turquie, ce qui suggere une base de clients concentrée."
AMAT,"Applied Materials, Inc.",Technology,open,2026-09-07,454.7099914550781,0.3477314048131152,1.2974290780141844,1.2512716730733993,0.1823536824323966,2026-09-11,454.010009765625,0.33071574161554307,1.2512718417833768,0.1816076893352006,-0.001539402482037322,0.0397616446297726,2026-09-09,,,,,,ollama,positive,"Les actualites presentes sont presque toutes positives, avec des mentions de gains, de croissance et de performances solides de l'action, ce qui suggere un ton general positif.",concentrated,"10-K SEC (2025-12-12) : two customers accounted for approximately 19% and 15%, respectively, of our net revenue [https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/amat-20251026.htm]"
DINO,HF Sinclair Corporation,Energy,open,2026-09-07,105.41000366210938,0.4298824767292535,1.0583333333333331,1.004672472361337,0.4464022363590552,2026-09-11,107.72000122070312,0.43142661921017167,1.004672472361337,0.4472449067977305,0.021914405448636654,0.0497106316452307,2026-09-10,,,,,,ollama,positive,"Les actualites presentes montrent une action positive sur HF Sinclair Corporation, avec des actions de buyback, des registrations de parts et des analyses positives de la part de Goldman Sachs et de Zacks.com, indiquant une confiance croissante dans la company.",concentrated,"Le texte suggère que HF Sinclair Corporation dépend principalement d'un petit nombre de clients, tels que les 1 700 stations qu'elle approvisionne et les clients gouvernementaux, ce qui indique une concentration du marché."
JAZZ,Jazz Pharmaceuticals plc,Healthcare,open,2026-09-07,246.8099975585937,0.3596764804011807,1.1097560975609757,0.9019725862778568,0.1038608722753562,2026-09-11,240.47999572753906,0.38586999174558345,0.9019725862778569,0.1051716622566714,-0.02564726669774331,2.220446049250313e-16,2026-09-07,,,,,,ollama,positive,"L'action de Jazz Pharmaceuticals plc (JAZZ) a connu plusieurs actualités positives, notamment la publication de résultats de recherche favorables pour son produit Ziihera, une augmentation de son prix cible et une révision de son prix cible par Morgan Stanley.",diversified,"L'entreprise est mentionnée comme fournisseur pour plusieurs groupes et sociétés, et a des collaborations avec plusieurs entreprises, ce qui suggère une base de clients large et diversifiée."
AMG,"Affiliated Managers Group, Inc.",Financial Services,open,2026-09-07,370.2200012207031,0.3118519443860001,1.1566666666666667,0.5444316689619011,0.1916210237806628,2026-09-11,354.5299987792969,0.34476853400153207,0.5444316689619011,0.1925669936840393,-0.042380212818520335,0.0,2026-09-07,,,,,,ollama,positive,"Les actualites recentes sur Affiliated Managers Group, Inc. (AMG) suggererent une performance solide, des repurchases de actions et une croissance du titre, ce qui indique un ton general positif.",concentrated,"Le texte décrit principalement des services et des clients institutionnels et de haut niveau de richesse, ce qui suggère une concentration vers ces secteurs."
7269.T,Suzuki Motor Corporation,Consumer Cyclical,open,2026-09-07,2055.0,0.3677457209712467,1.129979035639413,0.0437389453488024,0.0036748849442611,2026-09-11,2047.0,0.2533851951452193,0.043738945348802405,0.0036748849442611,-0.00389294403892948,0.0,2026-09-07,,,,,,ollama,positive,"L'actualité présente plusieurs éléments positifs, tels que la croissance des ventes de Pricol Ltd, la présence de Toyota dans le domaine des véhicules autonomes, la croissance de FIEM Industries Ltd et la stratégie de Suzuki pour réclamer 50% de part de marché en Inde.",diversified,"L'entreprise propose une large gamme de produits et de services, y compris automobiles, motorcycles, outboard motors, vélos électriques, produits pour la construction, services de location, vente de biens immobiliers, etc., ce qui suggère une base de clients large et diversifiée."
MU,"Micron Technology, Inc.",Technology,open,2026-09-07,1016.5900268554688,0.6952620731682566,1.4175531914893618,4.739115184703714,0.1823536824323966,2026-09-11,977.4099731445312,0.6444295093941255,4.7391146604836925,0.1816076893352006,-0.038540663075487536,0.0181095354648297,2026-09-09,,,,,,ollama,positive,"Bien que certaines actualites mentionnent des préoccupations sur la tendance de l'action, le ton général est dominé par des articles positifs qui soulignent les opportunités de croissance et les gains de l'action, notamment en lien avec l'industrie de la mémoire et de l'intelligence artificielle.",diversified,"L'entreprise vend ses produits à de nombreux clients différents, notamment dans des marchés tels que le data center, les PC, les graphiques, la networking, l'automobile, l'industrie et le consommateur embedded, ce qui suggère une base de clients large et diversifiée."
AMN,"AMN Healthcare Services, Inc.",Healthcare,open,2026-09-08,33.79999923706055,0.3746967923055708,0.8577235772357723,0.770661038149336,0.1038608722753562,2026-09-11,33.04999923706055,0.3587498550323349,0.770661038149336,0.1051716622566714,-0.02218934961328789,0.0165680883411676,2026-09-10,,,,,,ollama,positive,"L'actualité présente plusieurs articles positifs sur l'action d'AMN Healthcare Services, Inc., indiquant une croissance solide et une performance exceptionnelle, ce qui suggère un ton général positif.",diversified,"L'entreprise propose une gamme de services diversifiés à une variété de clients, notamment des hôpitaux, des cliniques, des écoles et des groupes de santé, ce qui suggère une concentration sur une base de clients large et diversifiée."
