timestamp,strategy_avg_return,n_open,n_closed,spy_price,n100_price
2026-09-07T08:42:53Z,0.0,9,0,7718.60009765625,1913.43994140625
2026-09-07T10:03:33Z,-0.000325041796808133,9,0,7718.60009765625,1914.0699462890625
2026-09-07T10:50:25Z,-0.000325041796808133,9,0,7718.60009765625,1914.0400390625
2026-09-07T12:01:16Z,-0.0008126096584665726,9,0,7718.60009765625,1912.6099853515625
2026-09-07T15:49:42Z,-0.0010834864332170463,9,0,7718.60009765625,1916.4100341796875
2026-09-07T17:09:05Z,-0.001625229649825588,9,0,7718.60009765625,1917.0400390625
2026-09-07T18:06:02Z,-0.0016252296498255865,9,0,7718.60009765625,1917.0400390625
2026-09-07T19:02:21Z,-0.001625229649825588,9,0,7718.60009765625,1917.0400390625
2026-09-07T20:02:14Z,-0.0014627066848430293,10,0,7718.60009765625,1917.0400390625
2026-09-07T20:55:51Z,-0.0014627066848430293,10,0,7718.60009765625,1917.0400390625
2026-09-07T22:03:07Z,-0.0014627066848430293,10,0,7718.60009765625,1910.530029296875
2026-09-07T23:01:33Z,-0.0014627066848430293,10,0,7718.60009765625,1910.530029296875
2026-09-08T00:24:09Z,-0.003482870447095865,10,0,7718.60009765625,1910.530029296875
2026-09-08T01:26:57Z,-0.0038449572867606087,10,0,7718.60009765625,1917.0400390625
2026-09-08T02:02:06Z,-0.0038726308790275944,10,0,7718.60009765625,1917.0400390625
2026-09-08T03:21:18Z,-0.004168737647444631,11,0,7718.60009765625,1917.0400390625
2026-09-08T04:02:03Z,-0.0045575513877074755,11,0,7718.60009765625,1917.0400390625
2026-09-08T05:01:52Z,-0.004598115084439081,11,0,7718.60009765625,1917.0400390625
2026-09-08T05:20:56Z,-0.0043133378233803825,12,0,7718.60009765625,1917.0400390625
2026-09-08T06:05:37Z,-0.0034846292587786356,12,0,7718.60009765625,1917.0400390625
2026-09-08T07:11:58Z,-0.004356874874196198,12,0,7718.60009765625,1917.0400390625
2026-09-08T08:01:05Z,-0.003341110217889844,12,0,7718.60009765625,1912.52001953125
2026-09-08T08:52:33Z,-0.002934802805433447,12,0,7718.60009765625,1912.449951171875
2026-09-08T09:53:13Z,-0.003341110217889844,12,0,7718.60009765625,1916.300048828125
2026-09-08T10:04:08Z,-0.003178584153039556,12,0,7718.60009765625,1918.06005859375
2026-09-08T10:52:17Z,-0.003178584153039556,12,0,7718.60009765625,1918.739990234375
2026-09-08T11:53:09Z,-0.0033004787016772765,12,0,7718.60009765625,1920.68994140625
2026-09-08T12:52:28Z,-0.0036661545979211063,12,0,7718.60009765625,1921.739990234375
2026-09-08T13:53:30Z,-0.002740695562293403,12,0,7684.43017578125,1922.18994140625
2026-09-08T14:47:30Z,0.0007513318887753159,12,0,7685.47021484375,1917.5699462890625
2026-09-08T14:56:46Z,0.0007790907520955626,12,0,7692.8798828125,1917.27001953125
2026-09-08T15:54:08Z,0.0002503249910141188,12,0,7691.43017578125,1921.1400146484375
2026-09-08T16:53:16Z,-0.0006958594843461211,12,0,7686.89990234375,1921.1700439453125
2026-09-08T17:53:57Z,0.001424643232887851,12,0,7693.5498046875,1921.1700439453125
2026-09-08T18:53:07Z,0.0007225221940108476,12,0,7678.2900390625,1921.1700439453125
2026-09-08T19:01:38Z,0.001143871556453041,12,0,7682.169921875,1921.1700439453125
2026-09-08T19:54:05Z,-0.007265732414363568,12,0,7671.60986328125,1921.1700439453125
2026-09-08T20:53:16Z,-0.002448364338383422,12,0,7673.52001953125,1921.1700439453125
2026-09-08T21:52:29Z,-0.002448364338383422,12,0,7673.52001953125,1921.1700439453125
2026-09-08T22:00:31Z,-0.002448364338383422,12,0,7673.52001953125,1917.0400390625
2026-09-08T22:52:28Z,-0.002448364338383422,12,0,7673.52001953125,1917.0400390625
2026-09-08T23:52:32Z,-0.002448364338383422,12,0,7673.52001953125,1917.0400390625
2026-09-09T00:31:28Z,-0.0025507139811446846,12,0,7673.52001953125,1917.0400390625
2026-09-09T01:01:08Z,-0.0015625791962328623,12,0,7673.52001953125,1917.0400390625
2026-09-09T01:53:10Z,-0.004520976012563784,12,0,7673.52001953125,1921.1700439453125
2026-09-09T02:53:47Z,-0.005090475265595982,12,0,7673.52001953125,1921.1700439453125
2026-09-09T03:52:53Z,-0.005613044509242364,12,0,7673.52001953125,1921.1700439453125
2026-09-09T04:52:55Z,-0.00504296272116168,12,0,7673.52001953125,1921.1700439453125
2026-09-09T05:07:48Z,-0.004593572435844111,13,0,7673.52001953125,1921.1700439453125
2026-09-09T05:53:01Z,-0.003331246239636022,13,0,7673.52001953125,1921.1700439453125
2026-09-09T06:52:08Z,-0.0030604318061023816,13,0,7673.52001953125,1921.1700439453125
2026-09-09T07:52:24Z,-0.002460349873736983,13,0,7673.52001953125,1912.1099853515625
2026-09-09T08:52:21Z,-0.003810537798329585,13,0,7673.52001953125,1908.4100341796875
2026-09-09T09:52:31Z,-0.004410619730694992,13,0,7673.52001953125,1902.9000244140625
2026-09-09T10:05:19Z,-0.003998060719615939,13,0,7673.52001953125,1900.1300048828125
2026-09-09T10:52:23Z,-0.0042230896558677405,13,0,7673.52001953125,1894.3699951171875
2026-09-09T11:52:29Z,-0.003998060719615939,13,0,7673.52001953125,1889.3499755859375
2026-09-09T12:52:20Z,-0.0035855017085368837,13,0,7673.52001953125,1891.68994140625
2026-09-09T13:53:59Z,-0.005131105153627667,14,0,7653.60986328125,1898.699951171875
2026-09-09T14:49:17Z,-0.0039196196065591216,14,0,7650.81005859375,1896.72998046875
2026-09-09T14:59:54Z,-0.0020475142392206553,14,0,7652.16015625,1896.510009765625
2026-09-09T15:53:29Z,-0.003230220583406821,14,0,7638.990234375,1896.699951171875
2026-09-09T16:54:01Z,-0.0024637225134711083,14,0,7641.259765625,1896.68994140625
